waspID	nest1	nest2	distance
Wasp2326480670192	Nest2326479514016	Nest2326479538304	71.39500446531794
Wasp2326480670192	Nest2326479538304	Nest2326480190864	25.774588963139855
Wasp2326480670432	Nest2326478976672	Nest2326478978160	53.95883118361405
Wasp2326480670528	Nest2326479508768	Nest2326480128272	17.299901784574807
Wasp2326480670528	Nest2326480128272	Nest2326480159744	33.826115159135846
Wasp2326480670624	Nest2326480128320	Nest2326480190048	13.254148362415574
Wasp2326480700128	Nest2326479511712	Nest2326480128464	27.086032174672113
Wasp2326480700176	Nest2326479511760	Nest2326479539744	1.5865264773027494
Wasp2326480700464	Nest2326478978208	Nest2326479538016	16.173037412824833
Wasp2326480700656	Nest2326478975664	Nest2326479510064	3.8856050752223865
Wasp2326480700656	Nest2326479510064	Nest2326480190096	11.675066980105088
Wasp2326480700800	Nest2326479539072	Nest2326480190144	41.985324551349834
Wasp2326480701184	Nest2326480127120	Nest2326480190240	2.248447771744032
Wasp2326480701472	Nest2326478978784	Nest2326479514160	62.52907649245584
Wasp2326480701472	Nest2326479514160	Nest2326480187936	14.079786089985683
Wasp2326480701760	Nest2326479511904	Nest2326479515552	1.4485067496621773
Wasp2326480701808	Nest2326479515600	Nest2326480129184	4.430328690130293
Wasp2326480702528	Nest2326479538064	Nest2326480190336	43.96935434571581
Wasp2326480702624	Nest2326478977584	Nest2326479510112	34.68879640630975
Wasp2326480702720	Nest2326478976768	Nest2326479540176	2.5826766498025
Wasp2326480702768	Nest2326479507808	Nest2326479514352	77.13080392510219
Wasp2326480702768	Nest2326479514352	Nest2326480126016	59.675679299531424
Wasp2326480702864	Nest2326478977632	Nest2326479514400	5.289525148263637
Wasp2326480702864	Nest2326479514400	Nest2326480191152	5.359703396338875
Wasp2326480702912	Nest2326480188080	Nest2326480160608	11.124136304093083
Wasp2326480703344	Nest2326480188128	Nest2326480160656	4.602235450265244
Wasp2326480728128	Nest2326479512000	Nest2326480129280	46.538390081486774
Wasp2326480728608	Nest2326479513056	Nest2326479537344	35.62557328795328
Wasp2326480728752	Nest2326479538400	Nest2326480160704	30.512302124620764
Wasp2326480728848	Nest2326479539216	Nest2326480129376	19.520223764248527
