id,id_2,X,Y,InsPixel,NDVIPixel
"2474","1",23293.565686000001733,197897.704557999997633,417126.68750,0.25594
"2475","1",23294.065686000001733,197897.704557999997633,383676.62500,0.35802
"2476","1",23294.565686000001733,197897.704557999997633,440637.53125,0.28824
"2477","1",23295.065686000001733,197897.704557999997633,420627.68750,0.30000
"2506","1",23309.565686000001733,197897.704557999997633,281971.34375,0.47137
"2507","1",23310.065686000001733,197897.704557999997633,458548.59375,0.21951
"2508","1",23310.565686000001733,197897.704557999997633,235388.65625,0.31013
"2509","1",23311.065686000001733,197897.704557999997633,351308.87500,0.24088
"2510","1",23311.565686000001733,197897.704557999997633,391957.87500,0.20930
"2511","1",23312.065686000001733,197897.704557999997633,392323.50000,0.21037
"2512","1",23312.565686000001733,197897.704557999997633,407158.90625,0.12270
"2513","1",23313.065686000001733,197897.704557999997633,380917.50000,0.17033
"2514","1",23313.565686000001733,197897.704557999997633,441061.62500,0.15556
"2515","1",23314.065686000001733,197897.704557999997633,451952.40625,0.12136
"2516","1",23314.565686000001733,197897.704557999997633,444269.78125,0.10791
"2517","1",23315.065686000001733,197897.704557999997633,442299.50000,0.07042
"2518","1",23315.565686000001733,197897.704557999997633,438035.28125,0.19547
"2519","1",23316.065686000001733,197897.704557999997633,445426.28125,0.24348
"2520","1",23316.565686000001733,197897.704557999997633,451499.28125,0.20755
"2521","1",23317.065686000001733,197897.704557999997633,455111.40625,0.16583
"2522","1",23317.565686000001733,197897.704557999997633,455059.09375,0.12069
"2523","1",23318.065686000001733,197897.704557999997633,455767.84375,0.13333
"2524","1",23318.565686000001733,197897.704557999997633,453948.37500,0.13725
"2525","1",23319.065686000001733,197897.704557999997633,455496.31250,0.15927
"2526","1",23319.565686000001733,197897.704557999997633,451669.25000,0.18033
"2527","1",23320.065686000001733,197897.704557999997633,456122.56250,0.14948
"2528","1",23320.565686000001733,197897.704557999997633,460530.90625,0.19540
"2529","1",23321.065686000001733,197897.704557999997633,450995.37500,0.13861
"2530","1",23321.565686000001733,197897.704557999997633,447614.71875,0.23602
"2531","1",23322.065686000001733,197897.704557999997633,450785.59375,0.25076
"2532","1",23322.565686000001733,197897.704557999997633,452118.09375,0.20690
"2606","1",23253.065686000001733,197897.204557999997633,450279.46875,0.14724
"2607","1",23253.565686000001733,197897.204557999997633,434887.18750,0.11792
"2608","1",23254.065686000001733,197897.204557999997633,408668.65625,0.18713
"2609","1",23254.565686000001733,197897.204557999997633,407893.21875,0.12208
"2610","1",23255.065686000001733,197897.204557999997633,411123.71875,0.03462
"2611","1",23255.565686000001733,197897.204557999997633,388640.78125,0.25325
"2612","1",23256.065686000001733,197897.204557999997633,426204.12500,0.25000
"2613","1",23256.565686000001733,197897.204557999997633,420965.93750,0.08545
"2614","1",23257.065686000001733,197897.204557999997633,423529.25000,0.20219
"2615","1",23257.565686000001733,197897.204557999997633,252079.20313,0.13882
"2616","1",23258.065686000001733,197897.204557999997633,357615.09375,0.27500
"2617","1",23258.565686000001733,197897.204557999997633,279405.84375,0.10314
"2618","1",23259.065686000001733,197897.204557999997633,434256.75000,0.21283
"2619","1",23259.565686000001733,197897.204557999997633,249714.93750,0.17706
"2620","1",23260.065686000001733,197897.204557999997633,258130.82813,0.45856
"2621","1",23260.565686000001733,197897.204557999997633,323709.56250,0.40645
"2622","1",23261.065686000001733,197897.204557999997633,421210.43750,0.34579
"2623","1",23261.565686000001733,197897.204557999997633,402529.65625,0.17143
"2624","1",23262.065686000001733,197897.204557999997633,448213.18750,0.23316
"2625","1",23262.565686000001733,197897.204557999997633,459150.25000,0.23664
"2626","1",23263.065686000001733,197897.204557999997633,418613.68750,0.25946
"2627","1",23263.565686000001733,197897.204557999997633,366247.37500,0.25570
"2628","1",23264.065686000001733,197897.204557999997633,450545.15625,0.24020
"2629","1",23264.565686000001733,197897.204557999997633,205115.40625,0.26225
"2630","1",23265.065686000001733,197897.204557999997633,168129.68750,0.29123
"2667","1",23283.565686000001733,197897.204557999997633,309640.09375,0.25309
"2668","1",23284.065686000001733,197897.204557999997633,331790.68750,0.31464
"2669","1",23284.565686000001733,197897.204557999997633,415388.87500,0.28455
"2670","1",23285.065686000001733,197897.204557999997633,246622.89063,0.26042
"2671","1",23285.565686000001733,197897.204557999997633,168685.01563,0.42466
"2672","1",23286.065686000001733,197897.204557999997633,203177.03125,0.40580
"2673","1",23286.565686000001733,197897.204557999997633,364439.56250,0.20388
"2674","1",23287.065686000001733,197897.204557999997633,352375.15625,0.25779
"2675","1",23287.565686000001733,197897.204557999997633,394141.34375,0.28955
"2676","1",23288.065686000001733,197897.204557999997633,449152.87500,0.26816
"2677","1",23288.565686000001733,197897.204557999997633,294065.56250,0.24103
"2678","1",23289.065686000001733,197897.204557999997633,255127.70313,0.30194
"2679","1",23289.565686000001733,197897.204557999997633,344063.59375,0.30899
"2680","1",23290.065686000001733,197897.204557999997633,275826.53125,0.22911
"2681","1",23290.565686000001733,197897.204557999997633,444329.84375,0.39437
"2682","1",23291.065686000001733,197897.204557999997633,380727.12500,0.26437
"2683","1",23291.565686000001733,197897.204557999997633,417147.50000,0.25424
"2684","1",23292.065686000001733,197897.204557999997633,378996.81250,0.24444
"2685","1",23292.565686000001733,197897.204557999997633,446160.09375,0.19459
"2686","1",23293.065686000001733,197897.204557999997633,416272.46875,0.22314
"2687","1",23293.565686000001733,197897.204557999997633,397269.75000,0.32087
"2688","1",23294.065686000001733,197897.204557999997633,424818.78125,0.20802
"2689","1",23294.565686000001733,197897.204557999997633,432832.34375,0.21134
"2690","1",23295.065686000001733,197897.204557999997633,180171.92188,0.35156
"2691","1",23295.565686000001733,197897.204557999997633,216958.00000,0.37449
"2692","1",23296.065686000001733,197897.204557999997633,333682.93750,0.25658
"2693","1",23296.565686000001733,197897.204557999997633,378592.06250,0.36334
"2694","1",23297.065686000001733,197897.204557999997633,449722.09375,0.36723
"2695","1",23297.565686000001733,197897.204557999997633,444448.84375,0.21782
"2696","1",23298.065686000001733,197897.204557999997633,379965.46875,0.31092
"2697","1",23298.565686000001733,197897.204557999997633,364656.75000,0.58824
"2698","1",23299.065686000001733,197897.204557999997633,355074.03125,0.39665
"2719","1",23309.565686000001733,197897.204557999997633,356480.65625,0.34185
"2720","1",23310.065686000001733,197897.204557999997633,389422.34375,0.33129
"2721","1",23310.565686000001733,197897.204557999997633,401044.12500,0.24060
"2722","1",23311.065686000001733,197897.204557999997633,391150.75000,0.21656
"2723","1",23311.565686000001733,197897.204557999997633,278926.90625,0.21254
"2724","1",23312.065686000001733,197897.204557999997633,357564.84375,0.16035
"2725","1",23312.565686000001733,197897.204557999997633,420327.34375,0.22257
"2726","1",23313.065686000001733,197897.204557999997633,430799.53125,0.13019
"2727","1",23313.565686000001733,197897.204557999997633,422995.37500,0.18380
"2728","1",23314.065686000001733,197897.204557999997633,411549.75000,0.21068
"2729","1",23314.565686000001733,197897.204557999997633,432361.46875,0.15135
"2730","1",23315.065686000001733,197897.204557999997633,436588.81250,0.13695
"2731","1",23315.565686000001733,197897.204557999997633,462519.12500,0.15966
"2732","1",23316.065686000001733,197897.204557999997633,449082.25000,0.18732
"2733","1",23316.565686000001733,197897.204557999997633,446008.87500,0.19198
"2734","1",23317.065686000001733,197897.204557999997633,443104.31250,0.21886
"2735","1",23317.565686000001733,197897.204557999997633,428009.56250,0.13625
"2736","1",23318.065686000001733,197897.204557999997633,443457.40625,0.08173
"2737","1",23318.565686000001733,197897.204557999997633,443212.12500,0.20000
"2738","1",23319.065686000001733,197897.204557999997633,449545.62500,0.17526
"2739","1",23319.565686000001733,197897.204557999997633,449761.53125,0.25786
"2740","1",23320.065686000001733,197897.204557999997633,445349.65625,0.21622
