waspID	nest1	nest2	distance
Wasp2326476927664	Nest2326479159984	Nest2326482144992	5.1726997475796415
Wasp2326476928720	Nest2326478810320	Nest2326482167456	6.9548285766387465
Wasp2326476928864	Nest2326477957344	Nest2326479154432	11.199349222390456
Wasp2326476928912	Nest2326478810368	Nest2326477957392	15.693348596624507
Wasp2326476929008	Nest2326477957872	Nest2326482169040	9.806166261317628
Wasp2326476929152	Nest2326479153568	Nest2326479154480	9.117341092901668
Wasp2326476929344	Nest2326479154576	Nest2326479161328	5.572407805127594
Wasp2326476929344	Nest2326479161328	Nest2326482169088	12.293035609146628
Wasp2326476929968	Nest2326482168800	Nest2326482143696	10.45854968670503
Wasp2326476929968	Nest2326482143696	Nest2326478800112	4.469105901344315
Wasp2326476929968	Nest2326478800112	Nest2326478801456	5.973003924915236
Wasp2326476930064	Nest2326482143744	Nest2326478800160	21.26107707510634
Wasp2326476930304	Nest2326478808784	Nest2326478810416	3.4381831551257296
Wasp2326476930448	Nest2326479152704	Nest2326482169808	8.990435427112399
Wasp2326476930688	Nest2326482143792	Nest2326478802656	19.540958642195626
Wasp2326476930880	Nest2326479154720	Nest2326478799392	2.868816068290878
Wasp2326476930928	Nest2326479154768	Nest2326479161568	9.405974568521776
Wasp2326476930928	Nest2326479161568	Nest2326478799440	9.88771340178875
Wasp2326476776208	Nest2326478810560	Nest2326477957440	15.86281010553844
Wasp2326476776208	Nest2326477957440	Nest2326479152752	9.534650035879716
Wasp2326476776256	Nest2326477957488	Nest2326479152800	6.518475915799259
Wasp2326476776352	Nest2326482167792	Nest2326482141872	14.572551362149477
Wasp2326476776448	Nest2326482166304	Nest2326482141920	4.853814151067703
Wasp2326476776544	Nest2326478808064	Nest2326479152896	4.3563089384648
Wasp2326476776592	Nest2326479154816	Nest2326478800256	9.081027538508426
Wasp2326476776688	Nest2326478809024	Nest2326477957536	11.713364931116663
Wasp2326476776880	Nest2326482167168	Nest2326482168128	15.248423039546134
Wasp2326476776976	Nest2326479160128	Nest2326482168704	16.5959278268502
Wasp2326476777168	Nest2326479160176	Nest2326479162480	20.198286932437448
Wasp2326476777648	Nest2326478809120	Nest2326479152992	12.767782026337075
Wasp2326476777792	Nest2326477958112	Nest2326479160464	4.52120827666172
Wasp2326476778032	Nest2326482166784	Nest2326478802800	13.779611436123014
Wasp2326476778080	Nest2326479162528	Nest2326482167216	6.6037359631539845
Wasp2326476778272	Nest2326478809168	Nest2326479161712	3.6035337585794123
Wasp2326476778272	Nest2326479161712	Nest2326482167600	11.004851794500146
Wasp2326476778512	Nest2326478799488	Nest2326478802368	10.669410312490022
Wasp2326476778752	Nest2326482166160	Nest2326482167552	12.879157506512804
Wasp2326476779424	Nest2326479161808	Nest2326482168464	10.655570781105908
Wasp2326476779424	Nest2326482168464	Nest2326482168032	9.6076848460538
Wasp2326477947232	Nest2326479161856	Nest2326482169424	4.064438559393498
Wasp2326477947232	Nest2326482169424	Nest2326478800448	5.569168364906131
Wasp2326477947376	Nest2326478800880	Nest2326478801600	4.026207836911288
Wasp2326477947424	Nest2326478809312	Nest2326478810704	3.6574523120145526
Wasp2326477947712	Nest2326478809408	Nest2326479155008	6.705122520263563
Wasp2326477947904	Nest2326477958976	Nest2326482165968	4.265959265563272
Wasp2326477948096	Nest2326478799584	Nest2326478801696	17.245658232032802
Wasp2326477948192	Nest2326477958256	Nest2326482142880	7.593561823226041
Wasp2326477948336	Nest2326479155056	Nest2326479160752	5.762962309349938
Wasp2326477948336	Nest2326479160752	Nest2326482168656	9.734086444009137
Wasp2326477948768	Nest2326479153760	Nest2326479160320	4.005576216828178
Wasp2326477948864	Nest2326479160224	Nest2326482169472	8.685541222517909
Wasp2326477949104	Nest2326479152416	Nest2326478801744	6.819013470900944
Wasp2326477949440	Nest2326479162672	Nest2326478801792	8.048855377968497
Wasp2326477949488	Nest2326479160800	Nest2326482167120	7.262012592875019
Wasp2326477949728	Nest2326478799632	Nest2326478801840	1.6254018393414948
Wasp2326477950112	Nest2326482142256	Nest2326478800928	5.046137172411208
Wasp2326477950256	Nest2326479162816	Nest2326478800544	7.559098118724025
Wasp2326477950400	Nest2326478800592	Nest2326478848064	6.209059652935183
Wasp2326477950496	Nest2326477959072	Nest2326479161952	10.540596317021537
Wasp2326477950496	Nest2326479161952	Nest2326482142304	6.597183377419408
Wasp2326477950688	Nest2326482167312	Nest2326482165824	16.903985660446885
Wasp2326477950736	Nest2326482168320	Nest2326478848112	15.893172516254706
Wasp2326477950784	Nest2326479152464	Nest2326479162864	2.5215577544174548
Wasp2326477950784	Nest2326479162864	Nest2326482168992	5.884483649007324
Wasp2326477950832	Nest2326482166976	Nest2326478800976	6.623045469072361
Wasp2326477959568	Nest2326478808400	Nest2326478809504	5.22401141605827
Wasp2326477959712	Nest2326478808448	Nest2326479152512	19.451090196026385
Wasp2326477961296	Nest2326478799008	Nest2326478848160	8.849011327515989
Wasp2326477960768	Nest2326482142400	Nest2326478799680	8.419904835437045
Wasp2326477962304	Nest2326478809648	Nest2326477958304	5.7311758168509135
Wasp2326477961392	Nest2326482169136	Nest2326478801024	1.980536689813513
Wasp2326477961488	Nest2326482141248	Nest2326478801072	13.107571351567024
Wasp2326477959904	Nest2326479155152	Nest2326479162912	4.427438897270467
Wasp2326477960912	Nest2326482142976	Nest2326482144704	10.791530880460016
Wasp2326477960912	Nest2326482144704	Nest2326478799728	4.230019133607973
Wasp2326477961584	Nest2326482141296	Nest2326478801120	10.51554896022915
Wasp2326477960048	Nest2326477956768	Nest2326482142448	1.7901217512793561
Wasp2326477961728	Nest2326482143072	Nest2326478848304	11.382809078124177
Wasp2326477960432	Nest2326479151408	Nest2326479154000	3.3114575174924963
Wasp2326477961104	Nest2326478808544	Nest2326477958400	10.467231331654105
Wasp2326477963024	Nest2326479151552	Nest2326479162096	8.29358353876422
Wasp2326477963024	Nest2326479162096	Nest2326479163008	7.132943268748452
Wasp2326477959424	Nest2326479162144	Nest2326479163056	4.5242168541321455
Wasp2326477963168	Nest2326479151600	Nest2326482168944	7.781439339952148
Wasp2326477955952	Nest2326482166208	Nest2326478799200	6.087363644431187
Wasp2326477955952	Nest2326478799200	Nest2326478799872	8.98144133526997
Wasp2326477956000	Nest2326479154144	Nest2326478800640	9.1818561458034
Wasp2326477956240	Nest2326479151696	Nest2326482143264	5.8144720035074755
Wasp2326477956384	Nest2326482169232	Nest2326478799920	5.768956601755899
Wasp2326477956576	Nest2326479151744	Nest2326482168512	9.341270841447162
Wasp2326477956576	Nest2326482168512	Nest2326478799968	4.444992833201367
Wasp2326479284400	Nest2326479151792	Nest2326482143312	8.070348031610212
Wasp2326476750272	Nest2326479153328	Nest2326478801216	11.609248430471967
Wasp2326476750560	Nest2326482166544	Nest2326482143504	10.758107710125765
Wasp2326476750752	Nest2326478810032	Nest2326479159792	2.2743711991342725
Wasp2326476066880	Nest2326482165920	Nest2326478801264	13.116693895947083
Wasp2326476066880	Nest2326478801264	Nest2326478802464	5.95214975079893
Wasp2326476066976	Nest2326479162192	Nest2326478799248	4.331271667435252
Wasp2326476067264	Nest2326479153424	Nest2326479160272	2.7660687897440033
Wasp2326476068080	Nest2326479162288	Nest2326482166592	10.393704336180706
Wasp2326476067408	Nest2326479151936	Nest2326479159936	8.27199888296829
Wasp2326476068224	Nest2326479161136	Nest2326479163248	9.020435438560368
Wasp2326476067648	Nest2326479161184	Nest2326482167072	15.498348521827243
Wasp2326478810848	Nest2326482169568	Nest2326478800832	1.554670949036147
Wasp2326478810896	Nest2326479152560	Nest2326479163296	9.758094631186626
Wasp2326478810896	Nest2326479163296	Nest2326482141680	18.623614997567945
Wasp2326478807104	Nest2326479151984	Nest2326482169664	8.60519502063395
Wasp2326478807152	Nest2326479152032	Nest2326479154240	13.83060050889944
Wasp2326478807872	Nest2326479152128	Nest2326482142736	3.0288615793980997
