waspID	nest1	nest2	distance
Wasp2326478777840	Nest2326476748736	Nest2326478776256	22.92603898389491
Wasp2326478773600	Nest2326476747632	Nest2326478772352	25.284819987982274
Wasp2326479124896	Nest2326479122784	Nest2326479417152	0.2975937990336437
Wasp2326479125232	Nest2326478772400	Nest2326476056608	37.31513218731618
Wasp2326479125328	Nest2326479201712	Nest2326479203584	45.8441772307763
Wasp2326479125520	Nest2326480758336	Nest2326480759296	53.81933956813574
Wasp2326479125808	Nest2326479285024	Nest2326478775536	20.146165853109103
Wasp2326479125856	Nest2326476747008	Nest2326476748784	20.716856962820714
Wasp2326479125856	Nest2326476748784	Nest2326479123168	66.56911661246372
Wasp2326479125952	Nest2326478771200	Nest2326478772496	10.572565003059328
Wasp2326479126096	Nest2326479200896	Nest2326478841600	52.58019923922211
Wasp2326479126288	Nest2326478772544	Nest2326478841648	66.84609868980563
Wasp2326479126336	Nest2326478771248	Nest2326478772592	5.944864255193997
Wasp2326479126384	Nest2326476747056	Nest2326478777456	66.63182496575509
Wasp2326479126432	Nest2326479201760	Nest2326476749216	23.68761448622896
Wasp2326479126480	Nest2326476748832	Nest2326479123888	24.423053770995452
Wasp2326479168368	Nest2326476747152	Nest2326480756944	53.82050888973686
Wasp2326479171056	Nest2326476747200	Nest2326478771392	9.028077111339167
Wasp2326479171104	Nest2326478775584	Nest2326481651984	75.84795628091813
Wasp2326479168512	Nest2326480756992	Nest2326478841744	27.44938817135225
Wasp2326479169712	Nest2326479200608	Nest2326478778224	15.035428726792563
Wasp2326479168704	Nest2326476747248	Nest2326476748880	63.27238455976466
Wasp2326479171392	Nest2326478777264	Nest2326479348832	8.768997999529775
Wasp2326479169808	Nest2326479203968	Nest2326479201808	39.967688645349
Wasp2326479168608	Nest2326478777504	Nest2326478841792	24.13973149909241
Wasp2326479170096	Nest2326479203728	Nest2326480757136	34.42706073234859
Wasp2326479170480	Nest2326476748304	Nest2326479200944	28.582925108125604
Wasp2326479170048	Nest2326476747728	Nest2326478843328	17.66468191126998
Wasp2326479167696	Nest2326479285072	Nest2326478770384	24.4041030759633
Wasp2326479167696	Nest2326478770384	Nest2326480757184	10.349531920508321
Wasp2326479167600	Nest2326478771440	Nest2326481652320	37.526241809627315
Wasp2326479170288	Nest2326478771488	Nest2326478772736	7.456596774484912
Wasp2326479170288	Nest2326478772736	Nest2326481652272	49.14515298773793
Wasp2326479170528	Nest2326478841936	Nest2326478843376	61.57119916863313
Wasp2326479169136	Nest2326479202480	Nest2326478777936	23.271347085503287
Wasp2326479169136	Nest2326478777936	Nest2326480757232	24.782337105739508
Wasp2326479170384	Nest2326479284784	Nest2326476748352	54.09085905598909
Wasp2326479170384	Nest2326476748352	Nest2326478775152	86.3200971872727
Wasp2326479049056	Nest2326479122592	Nest2326479203008	16.711622206383296
Wasp2326479049056	Nest2326479203008	Nest2326478841984	14.951805888798734
Wasp2326479049152	Nest2326476747296	Nest2326479123312	31.044394498759555
Wasp2326479049488	Nest2326476747344	Nest2326479203440	26.161111668077055
Wasp2326479049680	Nest2326478842080	Nest2326479351328	9.24743489027883
Wasp2326479049968	Nest2326479203488	Nest2326481651888	16.266972144102198
Wasp2326479050016	Nest2326478772928	Nest2326479351376	17.178744331013448
Wasp2326479050064	Nest2326479350032	Nest2326479350656	48.923263274514035
Wasp2326479050112	Nest2326479285264	Nest2326479202528	40.28838250139086
Wasp2326479050304	Nest2326480757280	Nest2326480758480	9.361444894408253
Wasp2326479050352	Nest2326479204208	Nest2326476749408	35.325986858056076
Wasp2326479050400	Nest2326479285312	Nest2326479202576	42.200984607071504
Wasp2326479050592	Nest2326479285408	Nest2326478773648	25.848090444264535
Wasp2326479050592	Nest2326478773648	Nest2326478774128	69.40139502048513
Wasp2326479050784	Nest2326479285456	Nest2326479123600	26.556650106631967
Wasp2326479050784	Nest2326479123600	Nest2326478842272	3.5295168632861444
Wasp2326479050784	Nest2326478842272	Nest2326476749456	31.366375986647537
Wasp2326479051072	Nest2326478770480	Nest2326478843424	24.588579002289535
Wasp2326479051120	Nest2326479285552	Nest2326478770528	14.570331089864585
Wasp2326479051456	Nest2326478770576	Nest2326478772976	60.34895936906728
Wasp2326479051456	Nest2326478772976	Nest2326479351472	21.313978272116067
Wasp2326479051648	Nest2326480757712	Nest2326479350080	16.747203664740237
Wasp2326479051984	Nest2326479285648	Nest2326478776112	38.140417221572925
Wasp2326479052128	Nest2326478770672	Nest2326478842416	7.831099987224832
Wasp2326479052128	Nest2326478842416	Nest2326479349456	35.6762018811126
Wasp2326479052224	Nest2326479123984	Nest2326478777360	56.6401266120684
Wasp2326479052464	Nest2326479284496	Nest2326479201568	7.714240511278523
Wasp2326479052464	Nest2326479201568	Nest2326478842464	63.51896142377834
Wasp2326479052512	Nest2326479201616	Nest2326479349504	31.253195892122154
Wasp2326479052752	Nest2326478774336	Nest2326478777696	30.598617170061747
Wasp2326479155744	Nest2326480757520	Nest2326478843520	71.74478427743551
Wasp2326479156176	Nest2326476747440	Nest2326476749120	12.594309014120247
Wasp2326479156320	Nest2326479285792	Nest2326479123648	25.26762865951576
Wasp2326479156320	Nest2326479123648	Nest2326478776400	9.998016671871842
Wasp2326479156320	Nest2326478776400	Nest2326480758576	19.188781709006676
Wasp2326479156368	Nest2326478773120	Nest2326480760160	21.810070856166742
Wasp2326479156368	Nest2326480760160	Nest2326478843616	50.408005919158796
Wasp2326479156464	Nest2326479122640	Nest2326478773696	19.505290292896394
Wasp2326479156512	Nest2326478773744	Nest2326479350752	71.1219278110207
Wasp2326479156704	Nest2326478775968	Nest2326479351520	29.094940737209118
Wasp2326479156800	Nest2326476747920	Nest2326479202816	35.359773798107554
Wasp2326479157136	Nest2326479285888	Nest2326478773792	9.416875739157781
Wasp2326479157136	Nest2326478773792	Nest2326481653376	57.48920657386389
Wasp2326479157424	Nest2326479122688	Nest2326478771776	49.52982945417945
Wasp2326479158144	Nest2326476748496	Nest2326479200368	33.86882200298878
Wasp2326479158192	Nest2326478774528	Nest2326480758720	52.29259020180788
Wasp2326479158288	Nest2326478778080	Nest2326480758768	22.8549835667279
Wasp2326479158384	Nest2326478771872	Nest2326479350176	4.124816899066034
Wasp2326479158432	Nest2326479285936	Nest2326478773264	41.97431234141174
Wasp2326479158480	Nest2326478777744	Nest2326479349600	16.715080275730276
Wasp2326479158480	Nest2326479349600	Nest2326476749696	16.53771759280052
Wasp2326479158576	Nest2326478774576	Nest2326478842560	42.099497553492974
Wasp2326479158624	Nest2326479285984	Nest2326481653472	51.14683893727347
Wasp2326479158720	Nest2326481653232	Nest2326479349696	27.04815855076268
Wasp2326479158720	Nest2326479349696	Nest2326479350224	74.22844556586469
Wasp2326479158768	Nest2326478775248	Nest2326478843664	18.372673376149073
Wasp2326479158768	Nest2326478843664	Nest2326479350800	39.13193234884785
Wasp2326479158816	Nest2326479122832	Nest2326480757904	39.51592921715823
Wasp2326479158960	Nest2326478777024	Nest2326478770864	75.68157297191557
Wasp2326479159008	Nest2326479286080	Nest2326478771920	72.92796803015288
Wasp2326479159008	Nest2326478771920	Nest2326480757952	76.2785538379523
Wasp2326479159008	Nest2326480757952	Nest2326478843712	14.366452466333785
Wasp2326479159248	Nest2326478842608	Nest2326479350272	15.136144838161073
Wasp2326479249664	Nest2326479123696	Nest2326478775872	42.584431049078134
Wasp2326479249712	Nest2326476748544	Nest2326478776448	28.546294939266346
Wasp2326479249760	Nest2326480758048	Nest2326478843760	8.540485254271722
Wasp2326479249808	Nest2326479284544	Nest2326476748016	13.797235194868
Wasp2326479249808	Nest2326476748016	Nest2326478771968	53.812560241487716
Wasp2326479250000	Nest2326478775200	Nest2326478773840	32.04814957983377
Wasp2326479250240	Nest2326476748064	Nest2326478775392	30.359977034294385
Wasp2326479250576	Nest2326478772064	Nest2326481653616	14.140344101201075
Wasp2326479250576	Nest2326481653616	Nest2326478843808	61.20035373377419
Wasp2326479250576	Nest2326478843808	Nest2326479350848	67.63845199400542
Wasp2326479251104	Nest2326478770912	Nest2326478772160	12.289561396849745
Wasp2326479251152	Nest2326478776832	Nest2326481653712	40.05246846583642
Wasp2326479251248	Nest2326479200800	Nest2326478773360	57.845241883551196
Wasp2326479251344	Nest2326478776496	Nest2326478843856	30.113326224375637
