"id"	"x"	"y"	"model"
"104"	"NDVI"	-10.495137626125	0.187542043158052	67
"105"	"NDVI"	-10.3648499901479	0.194240000831612	67
"106"	"NDVI"	-10.2376306751805	0.200291144382643	67
"107"	"NDVI"	-10.1146270766808	0.20558933867819	67
"108"	"NDVI"	-10.0654256372809	0.207535940192537	67
"109"	"NDVI"	-10.0175605275002	0.209326638992946	67
"110"	"NDVI"	-9.99400964153978	0.210168756223499	67
"111"	"NDVI"	-9.97045875557936	0.210984331644258	67
"112"	"NDVI"	-9.92335698365852	0.212533358780712	67
"113"	"NDVI"	-9.87625521173767	0.213968767788038	67
"114"	"NDVI"	-9.82915343981683	0.215285517213337	67
"115"	"NDVI"	-9.78270754290252	0.216462834004809	67
"116"	"NDVI"	-9.75981170907264	0.21699750486802	67
"117"	"NDVI"	-9.73691587524277	0.217501261386418	67
"118"	"NDVI"	-9.69112420758302	0.218413894785949	67
"119"	"NDVI"	-9.64533253992328	0.219196572759338	67
"120"	"NDVI"	-9.53121754233988	0.220556153919519	67
"121"	"NDVI"	-9.41800660674711	0.221026404878215	67
"122"	"NDVI"	-9.3046621213466	0.220568079037491	67
"123"	"NDVI"	-9.19056306967585	0.219125625867174	67
"124"	"NDVI"	-9.07636291696436	0.216667702411192	67
"125"	"NDVI"	-8.95891968718516	0.213062256071576	67
"126"	"NDVI"	-8.84147645740595	0.208354238685947	67
"127"	"NDVI"	-8.71789518854099	0.202222600198365	67
"128"	"NDVI"	-8.59396518812171	0.19490248548414	67
"129"	"NDVI"	-8.46004583594528	0.185749178813041	67
"130"	"NDVI"	-8.32291057901967	0.175144903119456	67
"131"	"NDVI"	-8.173647509645	0.16237799850505	67
"132"	"NDVI"	-8.011003795056	0.147321766333774	67
"133"	"NDVI"	-7.83285677937412	0.129875808073715	67
"134"	"NDVI"	-7.6267253022133	0.109124217506475	67
"135"	"NDVI"	-7.3643458527701	0.0832440848060487	67
"136"	"NDVI"	-6.98173126498726	0.0500941503828083	67
"137"	"NDVI"	-6.57378455652207	0.0244174355710772	67
"138"	"NDVI"	-6.31121843889286	0.013717191495225	67
"139"	"NDVI"	-5.80654062161361	0.00337136046226483	67
"140"	"NDVI"	-5.6286731109002	0.00185349069614208	67
"141"	"NDVI"	-5.2502684077424	0.000425339397619988	67
"142"	"NDVI"	-4.7867672730032	4.68423240400292e-05	67
"143"	"NDVI"	-4.40337557008511	5.26553908247752e-06	67
"144"	"NDVI"	-4.14524367031139	9.99084850109684e-07	67
"145"	"NDVI"	-4.05338061877252	5.32508341596058e-07	67
"146"	"NDVI"	-2.15765325271889	1.51015071449958e-14	67
"147"	"NDVI"	-0.170062835126389	8.69359522403674e-25	67
"148"	"NDVI"	1.81752758246611	4.44492850606942e-31	67
"149"	"NDVI"	5.79270841765112	1.01653162365747e-32	67
"150"	"NDVI"	9.76788925283612	6.01376588736104e-34	67
"151"	"Insolation"	-6.1391484167715	1.2579280053035e-29	67
"152"	"Insolation"	-4.25745492829018	1.0263235576343e-20	67
"153"	"Insolation"	-2.37576143980886	3.51725098271887e-13	67
"154"	"Insolation"	-1.4349146955682	9.22464104629464e-10	67
"155"	"Insolation"	-0.577583456524872	7.05631210964852e-07	67
"156"	"Insolation"	-0.494067951327539	1.29433815714906e-06	67
"157"	"Insolation"	-0.25379670100687	7.03318630866394e-06	67
"158"	"Insolation"	0.0820492557343591	6.44118092903426e-05	67
"159"	"Insolation"	0.446778792913122	0.00056167836545232	67
"160"	"Insolation"	0.450100910576069	0.000572133793133939	67
"161"	"Insolation"	0.73611731450432	0.00255056135235739	67
"162"	"Insolation"	0.874470633140735	0.00490774062386869	67
"163"	"Insolation"	1.22545996645309	0.0209669663186775	67
"164"	"Insolation"	1.39401891211519	0.0378428910058389	67
"165"	"Insolation"	1.65153673301774	0.0816616491543263	67
"166"	"Insolation"	1.8779160407537	0.141202642561004	67
"167"	"Insolation"	2.03078574676172	0.191423395165638	67
"168"	"Insolation"	2.14871802871585	0.233851424102141	67
"169"	"Insolation"	2.24683377085786	0.270197172988226	67
"170"	"Insolation"	2.3334153896426	0.302018648971587	67
"171"	"Insolation"	2.41291327448854	0.33022518517623	67
"172"	"Insolation"	2.48665306471915	0.354909707303919	67
"173"	"Insolation"	2.55418937846906	0.375816183906534	67
"174"	"Insolation"	2.62003557552632	0.394274470413245	67
"175"	"Insolation"	2.68159863878628	0.409550519010029	67
"176"	"Insolation"	2.74218903816412	0.422516381455167	67
"177"	"Insolation"	2.80038041319073	0.432896017084357	67
"178"	"Insolation"	2.85792432828987	0.4410669788579	67
"179"	"Insolation"	2.91409669533055	0.446980687190845	67
"180"	"Insolation"	2.97002511471548	0.450823923011525	67
"181"	"Insolation"	3.02533289716606	0.452628470776015	67
"182"	"Insolation"	3.08067679468286	0.452485367445768	67
"183"	"Insolation"	3.10286812559459	0.451893731201075	67
"184"	"Insolation"	3.12505945650633	0.451003589970757	67
"185"	"Insolation"	3.1361551219622	0.45044833105427	67
"186"	"Insolation"	3.14725078741807	0.449820615170493	67
"187"	"Insolation"	3.1694421183298	0.448351012555688	67
"188"	"Insolation"	3.19180300986769	0.446587054447414	67
"189"	"Insolation"	3.21445343655695	0.444517929482623	67
"190"	"Insolation"	3.23710386324621	0.442172609581685	67
"191"	"Insolation"	3.24842907659084	0.440898990313333	67
"192"	"Insolation"	3.25975428993547	0.439559509903325	67
"193"	"Insolation"	3.28240471662473	0.436687439718798	67
"194"	"Insolation"	3.30532095596815	0.433527439037591	67
"195"	"Insolation"	3.36406435623967	0.42432755853555	67
"196"	"Insolation"	3.42335830731785	0.413577653118959	67
"197"	"Insolation"	3.48522565718014	0.400990964792197	67
"198"	"Insolation"	3.54846281630354	0.386897995097205	67
"199"	"Insolation"	3.61454031813216	0.371089422477995	67
"200"	"Insolation"	3.68382845182441	0.35359292490118	67
"201"	"Insolation"	3.75532555526294	0.334839808000399	67
"202"	"Insolation"	3.83355957554072	0.313836436701956	67
"203"	"Insolation"	3.91629581215299	0.291431604199307	67
"204"	"Insolation"	4.00513291138678	0.267542608360302	67
"205"	"Insolation"	4.10246723362274	0.24198565631974	67
"206"	"Insolation"	4.21201208439463	0.214448489400377	67
"207"	"Insolation"	4.33772369470212	0.184937473523424	67
"208"	"Insolation"	4.48703192674699	0.153261710080768	67
"209"	"Insolation"	4.66863294089443	0.120033998314111	67
"210"	"Insolation"	4.91646811319652	0.0838970140713016	67
"211"	"Insolation"	5.31640301727337	0.0447134913343957	67
"212"	"Insolation"	5.80701152002745	0.0192258689578938	67
"213"	"Insolation"	6.09185925835708	0.0114087710525974	67
"214"	"Insolation"	6.1579622081706	0.0100755316437175	67
"215"	"Insolation"	6.92150161691072	0.00220323661368099	67
"216"	"Insolation"	7.03270600259775	0.00174256685985526	67
"217"	"Insolation"	7.22784666601017	0.00114495660683336	67
"218"	"Insolation"	7.89573198589409	0.000249888620302708	67
"219"	"Insolation"	7.97355274683841	0.00020740786315685	67
"220"	"Insolation"	8.76399289022622	2.78379379673132e-05	67
"221"	"Insolation"	8.91439949107906	1.85234095164966e-05	67
"222"	"Insolation"	9.54354192844828	3.06524211576796e-06	67
"223"	"Insolation"	10.2505503308918	3.35620185400808e-07	67
"224"	"Insolation"	10.7960929795604	5.2343282711677e-08	67
"225"	"Insolation"	12.6777864680417	5.72440090004582e-12	67
"226"	"Intercept"	-25.1562692267405	9.16307039578862e-13	625
"227"	"Intercept"	-21.3187004016437	1.48272403029136e-08	625
"228"	"Intercept"	-19.9345051841927	1.76185304247086e-07	625
"229"	"Intercept"	-18.5742691762471	1.59037602466423e-06	625
"230"	"Intercept"	-17.4811315765469	7.96293304856919e-06	625
"231"	"Intercept"	-17.0619987647171	1.42468575534343e-05	625
"232"	"Intercept"	-15.5623471639985	9.82109877885835e-05	625
"233"	"Intercept"	-15.3585046897681	0.000125519299632546	625
"234"	"Intercept"	-14.0235053184524	0.000571638509371141	625
"235"	"Intercept"	-13.64356275145	0.000856834471456784	625
"236"	"Intercept"	-13.4042349652835	0.00109942301559653	625
"237"	"Intercept"	-11.8696260882705	0.0049329516629584	625
"238"	"Intercept"	-11.7247783389016	0.0056362628475316	625
"239"	"Intercept"	-11.1535349238352	0.00940020305053023	625
"240"	"Intercept"	-10.1448092772092	0.0218977000487301	625
"241"	"Intercept"	-9.33029618180703	0.0408131709661614	625
"242"	"Intercept"	-8.82305176818226	0.0582631468807265	625
"243"	"Intercept"	-8.44395576676996	0.0746477463334352	625
"244"	"Intercept"	-8.141716049258	0.0898209217038022	625
"245"	"Intercept"	-7.88401053815812	0.104159788700661	625
"246"	"Intercept"	-7.65868852706126	0.117630010648491	625
"247"	"Intercept"	-7.45686862139513	0.13028504177068	625
"248"	"Intercept"	-7.27216119441484	0.142202071569539	625
"249"	"Intercept"	-7.10240783566233	0.153284349586546	625
"250"	"Intercept"	-6.94623083509213	0.163447535189497	625
"251"	"Intercept"	-6.79669907744515	0.173012262036919	625
"252"	"Intercept"	-6.6557035434514	0.181750648830484	625
"253"	"Intercept"	-6.521679458522	0.189682096695022	625
"254"	"Intercept"	-6.39093038740848	0.196951349944041	625
"255"	"Intercept"	-6.2672655951279	0.203293618386601	625
"256"	"Intercept"	-6.14443839738172	0.208976888033094	625
"257"	"Intercept"	-6.02737244194443	0.213730129635509	625
"258"	"Intercept"	-5.98056239117746	0.215429697645836	625
"259"	"Intercept"	-5.93375234041049	0.217006273295902	625
"260"	"Intercept"	-5.91034731502701	0.217746773946621	625
"261"	"Intercept"	-5.88769227203856	0.218432374075048	625
"262"	"Intercept"	-5.8424020042847	0.219708699936503	625
"263"	"Intercept"	-5.79711173653084	0.220855568272384	625
"264"	"Intercept"	-5.75182146877699	0.221868600350813	625
"265"	"Intercept"	-5.70653120102313	0.222743508064659	625
"266"	"Intercept"	-5.6838860671462	0.223127854283357	625
"267"	"Intercept"	-5.6614867586984	0.223472539102595	625
"268"	"Intercept"	-5.61692563801216	0.224051458111529	625
"269"	"Intercept"	-5.57236451732593	0.224485336567139	625
"270"	"Intercept"	-5.46096171561034	0.224914871467279	625
"271"	"Intercept"	-5.34936726907285	0.224373377920298	625
"272"	"Intercept"	-5.23773593022778	0.222825505393354	625
"273"	"Intercept"	-5.12425613299257	0.220199935615624	625
"274"	"Intercept"	-5.01014888968604	0.216485972347027	625
"275"	"Intercept"	-4.89248968993513	0.21154323583754	625
"276"	"Intercept"	-4.77330806599886	0.205420192939747	625
"277"	"Intercept"	-4.64802987636582	0.197837551309788	625
"278"	"Intercept"	-4.52061538483641	0.189017199705342	625
"279"	"Intercept"	-4.38208221145742	0.17830892301947	625
"280"	"Intercept"	-4.23828299375837	0.166173846602202	625
"281"	"Intercept"	-4.08106565750744	0.152007527192627	625
"282"	"Intercept"	-3.90522939670898	0.135472222676824	625
"283"	"Intercept"	-3.70683766904183	0.116604151669797	625
"284"	"Intercept"	-3.47041714110631	0.0948171967858902	625
"285"	"Intercept"	-3.16732358660533	0.06950648060916	625
"286"	"Intercept"	-2.70085266602615	0.0390512162700336	625
"287"	"Intercept"	-2.15571729762757	0.0174007673727368	625
"288"	"Intercept"	-1.76284273043202	0.0090264796765556	625
"289"	"Intercept"	-0.910247730806754	0.00189290720052055	625
"290"	"Intercept"	-0.561320996737251	0.000968591988367356	625
"291"	"Intercept"	-0.212071863611235	0.000490782180823891	625
"292"	"Intercept"	0.26379019937321	0.000192869252275127	625
"293"	"Intercept"	1.42018343114255	1.95600622873016e-05	625
"294"	"Intercept"	1.70671254893717	1.10522747545467e-05	625
"295"	"Intercept"	2.55255029927977	2.01725735282666e-06	625
"296"	"Intercept"	3.62549696148557	2.21632058044866e-07	625
"297"	"Intercept"	3.65014671636676	2.10497545565548e-07	625
"298"	"Intercept"	5.54428137403397	3.5591733177672e-09	625
"299"	"Intercept"	9.38185019913078	3.47947927365928e-13	625
"300"	"Intercept"	13.2194190242276	1.40633039483262e-18	625
"301"	"NDVI"	-32.9302571105855	8.8245565360481e-15	625
"302"	"NDVI"	-28.4798094965226	1.52956430703694e-09	625
"303"	"NDVI"	-26.0074160824848	1.78988530568489e-07	625
"304"	"NDVI"	-24.6685809419114	1.61937989489176e-06	625
"305"	"NDVI"	-24.0293618824597	4.24173852873524e-06	625
"306"	"NDVI"	-23.1728785476266	1.41433797611829e-05	625
"307"	"NDVI"	-21.8041380754282	7.98895045521084e-05	625
"308"	"NDVI"	-21.4336323161724	0.000122842716998348	625
"309"	"NDVI"	-20.0449304264431	0.000539199675612343	625
"310"	"NDVI"	-19.5789142683968	0.000847349516174615	625
"311"	"NDVI"	-19.388876164993	0.00101268022873318	625
"312"	"NDVI"	-17.6772119749817	0.004343874507293	625
"313"	"NDVI"	-17.3536904613653	0.00556282663664516	625
"314"	"NDVI"	-16.8483945813905	0.00806022946237298	625
"315"	"NDVI"	-15.656320048001	0.018115150845519	625
"316"	"NDVI"	-14.6595250617896	0.0335282655099789	625
"317"	"NDVI"	-14.0433828586359	0.0477199519589791	625
"318"	"NDVI"	-13.5796583418403	0.0612866388923131	625
"319"	"NDVI"	-13.21313735356	0.0738842717395139	625
"320"	"NDVI"	-12.9004316908515	0.0859188987663806	625
"321"	"NDVI"	-12.6276284604227	0.0973114430647871	625
"322"	"NDVI"	-12.384281690029	0.108073525196392	625
"323"	"NDVI"	-12.1626585211147	0.118256813565802	625
"324"	"NDVI"	-11.9571606541612	0.127910119020397	625
"325"	"NDVI"	-11.7705572803761	0.136743793184039	625
"326"	"NDVI"	-11.5934749150155	0.145082489171728	625
"327"	"NDVI"	-11.4230714057819	0.152960183974802	625
"328"	"NDVI"	-11.2658366141634	0.160005433404355	625
"329"	"NDVI"	-11.1115266117223	0.166617289400164	625
"330"	"NDVI"	-10.9648441560188	0.172534970889253	625
"331"	"NDVI"	-10.8216503823265	0.177881263015019	625
"332"	"NDVI"	-10.6830933764708	0.182568853265531	625
"333"	"NDVI"	-10.6276705741286	0.184292284144221	625
"334"	"NDVI"	-10.5738640284341	0.185875347851759	625
"335"	"NDVI"	-10.5473292895587	0.186621915100489	625
"336"	"NDVI"	-10.5207945506834	0.187345203707739	625
"337"	"NDVI"	-10.4677250729328	0.188719770192595	625
"338"	"NDVI"	-10.4146555951822	0.189994729066365	625
"339"	"NDVI"	-10.3615861174316	0.19116566610958	625
"340"	"NDVI"	-10.3093829709784	0.192211731828825	625
"341"	"NDVI"	-10.2835905624917	0.192688595580195	625
"342"	"NDVI"	-10.257798154005	0.193138377028136	625
"343"	"NDVI"	-10.2062133370316	0.193954824587276	625
"344"	"NDVI"	-10.1546285200582	0.194657433922329	625
"345"	"NDVI"	-10.0261691384715	0.195890124104426	625
"346"	"NDVI"	-9.89871501514305	0.196344166906155	625
"347"	"NDVI"	-9.771083097604	0.195984851312054	625
"348"	"NDVI"	-9.64277599954008	0.194765346597783	625
"349"	"NDVI"	-9.51412399543673	0.192652780593573	625
"350"	"NDVI"	-9.38228516674735	0.189544386429126	625
"351"	"NDVI"	-9.25015232354913	0.18545967220962	625
"352"	"NDVI"	-9.11154245547807	0.180140138562555	625
"353"	"NDVI"	-8.9719552675796	0.173745707571218	625
"354"	"NDVI"	-8.82242979536725	0.165798900936311	625
"355"	"NDVI"	-8.6683031814738	0.156502616716328	625
"356"	"NDVI"	-8.50224367505517	0.145390914498256	625
"357"	"NDVI"	-8.32032456655008	0.132174941416835	625
"358"	"NDVI"	-8.12150943879355	0.116810730182429	625
"359"	"NDVI"	-7.89257407399708	0.0984796710713435	625
"360"	"NDVI"	-7.60315815087153	0.0755344021821813	625
"361"	"NDVI"	-7.18324125471486	0.0458471509189636	625
"362"	"NDVI"	-6.74214857223067	0.0226651754174781	625
"363"	"NDVI"	-6.45989365312326	0.0128357042529591	625
"364"	"NDVI"	-5.92507763733829	0.00322465778278388	625
"365"	"NDVI"	-5.74645452153159	0.00183621144171461	625
"366"	"NDVI"	-5.32292681152386	0.000384300172986718	625
"367"	"NDVI"	-4.86623736347158	4.78768912285558e-05	625
"368"	"NDVI"	-4.44642797520706	4.71776706794342e-06	625
"369"	"NDVI"	-4.12608094628901	6.06500801520978e-07	625
"370"	"NDVI"	-4.00234761917656	2.56161490865208e-07	625
"371"	"NDVI"	-1.7771238121451	4.85815602578875e-17	625
"372"	"NDVI"	0.448099994886364	1.34772395341937e-25	625
"373"	"NDVI"	2.67332380191782	1.98594269878242e-33	625
"374"	"NDVI"	7.12377141598074	9.98454966568846e-33	625
"375"	"NDVI"	11.5742190300437	5.33991775293442e-34	625
"376"	"Insolation"	-6.3363459075673	1.7023813940765e-29	625
"377"	"Insolation"	-4.4826566990813	2.30470985588798e-21	625
"378"	"Insolation"	-2.6289674905953	1.48419265249292e-13	625
"379"	"Insolation"	-1.70212288635231	5.42405845502543e-10	625
"380"	"Insolation"	-0.819745663541727	7.10451919064546e-07	625
"381"	"Insolation"	-0.775278282109308	9.95973129865292e-07	625
"382"	"Insolation"	-0.512412669889669	6.90136180985753e-06	625
"383"	"Insolation"	-0.183860866110098	6.55610599307163e-05	625
"384"	"Insolation"	0.151566322133691	0.000519028885837659	625
"385"	"Insolation"	0.171095653876383	0.000580843913109647	625
"386"	"Insolation"	0.452963351415093	0.00265604375619579	625
"387"	"Insolation"	0.588169174582751	0.00512726640150457	625
"388"	"Insolation"	0.927848100339349	0.0216775037250906	625
"389"	"Insolation"	1.09015068630823	0.0388054496017821	625
"390"	"Insolation"	1.34169171115602	0.0836511315751018	625
"391"	"Insolation"	1.56287056175127	0.144331513753479	625
"392"	"Insolation"	1.71256107076138	0.195429142443613	625
"393"	"Insolation"	1.82808737428339	0.238491858563547	625
"394"	"Insolation"	1.92431038811159	0.275334676180719	625
"395"	"Insolation"	2.00932359461566	0.307561666335821	625
"396"	"Insolation"	2.08745082133872	0.336095691858678	625
"397"	"Insolation"	2.15984131583267	0.360991259252805	625
"398"	"Insolation"	2.22631483267363	0.38209011113293	625
"399"	"Insolation"	2.2911301970971	0.400680134191061	625
"400"	"Insolation"	2.35167985525098	0.416017844890024	625
"401"	"Insolation"	2.41137097281376	0.429023612080311	625
"402"	"Insolation"	2.46866174404713	0.439395118446187	625
"403"	"Insolation"	2.52538285881638	0.44753467844685	625
"404"	"Insolation"	2.58073905609164	0.453385243000063	625
"405"	"Insolation"	2.63588880420107	0.457141756255575	625
"406"	"Insolation"	2.69044064679525	0.45883770513255	625
"407"	"Insolation"	2.74503199375976	0.458566339688119	625
"408"	"Insolation"	2.76693641723612	0.457918076843319	625
"409"	"Insolation"	2.78884084071248	0.456968618278418	625
"410"	"Insolation"	2.79979305245066	0.456382774041888	625
"411"	"Insolation"	2.81074526418883	0.455723898901739	625
"412"	"Insolation"	2.83264968766519	0.454190386804386	625
"413"	"Insolation"	2.85470442277439	0.452361626839933	625
"414"	"Insolation"	2.8770753711436	0.450222443537723	625
"415"	"Insolation"	2.89944631951282	0.447805216938345	625
"416"	"Insolation"	2.91063179369742	0.446495024933466	625
"417"	"Insolation"	2.92181726788203	0.445118597648775	625
"418"	"Insolation"	2.94418821625125	0.442171625696876	625
"419"	"Insolation"	2.96679594580283	0.438938483784298	625
"420"	"Insolation"	3.02483946256964	0.429533585026843	625
"421"	"Insolation"	3.08340554513619	0.418576351705742	625
"422"	"Insolation"	3.14455139764423	0.405763931320865	625
"423"	"Insolation"	3.20704549742778	0.391441536710661	625
"424"	"Insolation"	3.27235779086179	0.37539302857227	625
"425"	"Insolation"	3.34086167734694	0.357644556771247	625
"426"	"Insolation"	3.41152553605258	0.338644125613873	625
"427"	"Insolation"	3.48889104438905	0.317367109993167	625
"428"	"Insolation"	3.57074031972722	0.294674872489903	625
"429"	"Insolation"	3.65865404989346	0.270482925813735	625
"430"	"Insolation"	3.75499301706288	0.24460741917036	625
"431"	"Insolation"	3.86313175408719	0.216806933387751	625
"432"	"Insolation"	3.98777319450698	0.18688852248281	625
"433"	"Insolation"	4.13537604991193	0.154874974310362	625
"434"	"Insolation"	4.3148559891158	0.121299620468026	625
"435"	"Insolation"	4.56080078740169	0.0846494333374926	625
"436"	"Insolation"	4.95678438718969	0.0450542308135878	625
"437"	"Insolation"	5.44450489497696	0.0192945804405375	625
"438"	"Insolation"	5.71263394759168	0.0117673072730715	625
"439"	"Insolation"	5.79746678129018	0.0100248160929146	625
"440"	"Insolation"	6.56452537091353	0.00217847488425346	625
"441"	"Insolation"	6.63947855183468	0.00186304289807659	625
"442"	"Insolation"	6.87923630319215	0.0011198810316074	625
"443"	"Insolation"	7.56632315607768	0.000241656608526609	625
"444"	"Insolation"	7.56778314088108	0.000240841035477496	625
"445"	"Insolation"	8.47425627074556	2.65204064370132e-05	625
"446"	"Insolation"	8.49316776032068	2.52670752172569e-05	625
"447"	"Insolation"	9.30162198833296	2.8884164930559e-06	625
"448"	"Insolation"	10.0580899767026	3.15800483028684e-07	625
"449"	"Insolation"	10.3468569688067	1.2840202753409e-07	625
"450"	"Insolation"	12.2005461772927	3.08943596616535e-11	625
"451"	"Intercept"	-21.9305602833266	1.85489423585925e-12	878
"452"	"Intercept"	-18.5689145792403	1.81043153563363e-08	878
"453"	"Intercept"	-17.3437170618095	1.90500484620328e-07	878
"454"	"Intercept"	-16.0901594111053	1.74523232633497e-06	878
"455"	"Intercept"	-15.2072688751541	7.46948855839004e-06	878
"456"	"Intercept"	-14.7228255304766	1.5997757407563e-05	878
"457"	"Intercept"	-13.5264460231109	9.43275273886299e-05	878
