"np"	"dist"	"gamma"	"dir.hor"	"dir.ver"	"id"	"model"
"54"	20189	28.3320457728392	0.0316210696250832	0	0	"var1"	628
"55"	18628	31.6187043153813	0.0290652173849511	0	0	"var1"	628
"56"	17136	34.9872029250274	0.0313019303611565	0	0	"var1"	628
"57"	15480	38.2966299147554	0.0298180350641383	0	0	"var1"	628
"58"	13547	41.6282987443003	0.0280960757031417	0	0	"var1"	628
"59"	12142	44.9521018439214	0.0282684016227663	0	0	"var1"	628
"60"	9601	48.2917213451954	0.031129949683603	0	0	"var1"	628
"61"	5847	1.94049142024485	0.0128346228656354	0	0	"var1"	518
"62"	10560	5.13829076514824	0.0401688922395226	0	0	"var1"	518
"63"	15268	8.43841955387795	0.040431787372416	0	0	"var1"	518
"64"	19885	11.6833012816447	0.0381191908274308	0	0	"var1"	518
"65"	21138	15.0371286316175	0.0384079274171779	0	0	"var1"	518
"66"	23449	18.3570126047201	0.0350140770301495	0	0	"var1"	518
"67"	22284	21.6404581454433	0.0390929354593699	0	0	"var1"	518
"68"	21065	24.9747948558841	0.0380230064443742	0	0	"var1"	518
"69"	19360	28.3285718233252	0.0359555146582956	0	0	"var1"	518
"70"	17931	31.6260928791687	0.0328247484577998	0	0	"var1"	518
"71"	16627	35.0046046864457	0.0341737402057007	0	0	"var1"	518
"72"	15573	38.3117928609524	0.0330595155744299	0	0	"var1"	518
"73"	14219	41.6150963334643	0.0294329989406335	0	0	"var1"	518
"74"	12594	44.9513265464361	0.02852309719388	0	0	"var1"	518
"75"	10065	48.2885559911412	0.0330037659993787	0	0	"var1"	518
"76"	5565	1.94253730528008	0.0123671479459419	0	0	"var1"	275
"77"	10508	5.14012526913203	0.0401407668725297	0	0	"var1"	275
"78"	15201	8.42947427784764	0.041126766241855	0	0	"var1"	275
"79"	19609	11.7208873627344	0.0407374974540835	0	0	"var1"	275
"80"	21491	15.0357639654389	0.0424562875549812	0	0	"var1"	275
"81"	23985	18.3677576884777	0.0394139740975599	0	0	"var1"	275
"82"	23291	21.6349780135852	0.0456999993039517	0	0	"var1"	275
"83"	22029	24.9728248399644	0.0432996941073452	0	0	"var1"	275
"84"	19871	28.3222509424832	0.0400145634278894	0	0	"var1"	275
"85"	18084	31.618604801922	0.0383278301789103	0	0	"var1"	275
"86"	16988	34.9865435049982	0.0375510951812079	0	0	"var1"	275
"87"	15533	38.326469642373	0.0364474944912455	0	0	"var1"	275
"88"	13726	41.5925348236408	0.034187763822778	0	0	"var1"	275
"89"	12243	44.954481499011	0.0318632837623115	0	0	"var1"	275
"90"	9744	48.3132305768606	0.0348630135127633	0	0	"var1"	275
"91"	5585	2.00000618252615	0.0112517664366948	0	0	"var1"	802
"92"	10698	5.12736254629753	0.0338387362759588	0	0	"var1"	802
"93"	15288	8.43662199319644	0.0381450149291419	0	0	"var1"	802
"94"	19709	11.6942176652326	0.0365229738374073	0	0	"var1"	802
"95"	21401	15.0369312203487	0.0345640491679284	0	0	"var1"	802
"96"	23070	18.3645368944374	0.0335606694457377	0	0	"var1"	802
"97"	23138	21.6605595223886	0.037122113063921	0	0	"var1"	802
"98"	21897	24.9681646619108	0.0386078580866579	0	0	"var1"	802
"99"	19873	28.3106730094894	0.0368677276228641	0	0	"var1"	802
"100"	18163	31.6231933676553	0.0331936548095796	0	0	"var1"	802
"101"	16851	34.9851004076325	0.0333251061480089	0	0	"var1"	802
"102"	15618	38.3133430124251	0.0302236724001777	0	0	"var1"	802
"103"	14062	41.604489048815	0.0294381901667381	0	0	"var1"	802
"104"	12086	44.9319877468856	0.0274579096119228	0	0	"var1"	802
"105"	9687	48.2804926061776	0.0308849609912808	0	0	"var1"	802
"106"	5429	1.99694055099891	0.0117231638341492	0	0	"var1"	546
"107"	10644	5.12565730443504	0.0346214085561482	0	0	"var1"	546
"108"	15397	8.4035678184489	0.03514742951531	0	0	"var1"	546
"109"	19603	11.7112182514004	0.0352466277230736	0	0	"var1"	546
"110"	21856	15.0372316821512	0.0367900421435973	0	0	"var1"	546
"111"	23568	18.3457953102935	0.0341139313756722	0	0	"var1"	546
"112"	23020	21.6464888842198	0.0390743936123527	0	0	"var1"	546
"113"	21585	24.9755781849152	0.0402400272537899	0	0	"var1"	546
"114"	19988	28.3126340756202	0.0386460130092523	0	0	"var1"	546
"115"	17921	31.6184923958821	0.035182922322337	0	0	"var1"	546
"116"	16485	34.989643504456	0.0361823511491717	0	0	"var1"	546
"117"	15197	38.3216790189913	0.0336923618716004	0	0	"var1"	546
"118"	13787	41.6125445669596	0.0326214744424188	0	0	"var1"	546
"119"	12079	44.9488018179863	0.0318456387139023	0	0	"var1"	546
"120"	10133	48.2793750984515	0.0297743842490215	0	0	"var1"	546
"121"	5443	1.96712203686946	0.0126097529298735	0	0	"var1"	684
"122"	10540	5.14405737422265	0.041833084148849	0	0	"var1"	684
"123"	15146	8.43146466101888	0.0414240897461629	0	0	"var1"	684
"124"	19964	11.7079149822671	0.041735204714071	0	0	"var1"	684
"125"	21916	15.0312324253622	0.0414933507568543	0	0	"var1"	684
"126"	23522	18.3489510425436	0.0375948747018245	0	0	"var1"	684
"127"	22991	21.6540011280354	0.0439073191202483	0	0	"var1"	684
"128"	22072	24.9721104583992	0.0433419245054748	0	0	"var1"	684
"129"	19844	28.3238163001995	0.0403286906543657	0	0	"var1"	684
"130"	17853	31.6178027350544	0.038888805443133	0	0	"var1"	684
"131"	17013	35.0009978821877	0.0370776674094284	0	0	"var1"	684
"132"	15518	38.3093805951289	0.0360564522137819	0	0	"var1"	684
"133"	14340	41.6025874748187	0.0350420963159428	0	0	"var1"	684
"134"	12374	44.9543005386146	0.0334080742315809	0	0	"var1"	684
"135"	9823	48.2946072208981	0.0364218947649501	0	0	"var1"	684
"136"	5841	1.96770413563185	0.00928929748013577	0	0	"var1"	823
"137"	10525	5.12258593641303	0.0299025206586887	0	0	"var1"	823
"138"	15455	8.42594585859321	0.0296757538844682	0	0	"var1"	823
"139"	20189	11.6952169401041	0.0304846864704572	0	0	"var1"	823
"140"	21330	15.0194727017312	0.0327662877825207	0	0	"var1"	823
"141"	23456	18.3557402007734	0.0291747345627903	0	0	"var1"	823
"142"	22953	21.6584159744634	0.0318098900329369	0	0	"var1"	823
"143"	21147	24.9683343458687	0.0307836029784289	0	0	"var1"	823
"144"	19113	28.3244404529038	0.030429678998018	0	0	"var1"	823
"145"	18053	31.6248500044718	0.0279504685172172	0	0	"var1"	823
"146"	16722	34.9892312219712	0.0280589420119804	0	0	"var1"	823
"147"	15798	38.3178812641283	0.0271041206472065	0	0	"var1"	823
"148"	14087	41.6061959090975	0.0274964643006461	0	0	"var1"	823
"149"	12311	44.9798292706165	0.0256668179045123	0	0	"var1"	823
"150"	10143	48.2822054924127	0.0260968267956092	0	0	"var1"	823
